id,is_fraud,days_since_policy_start,claim_amount,num_prior_claims_12mo,submission_delay_days,incident_time_of_day,provider_claim_frequency,claim_vs_policy_limit_ratio
TRAIN-00462,False,338,9371.89,0,89,11,1,0.148
TRAIN-00463,False,174,60163.6,1,87,7,1,0.618
TRAIN-00464,False,3,60425.52,3,60,19,1,1.351
TRAIN-00465,False,190,6462.96,0,49,18,3,0.101
TRAIN-00466,False,365,72282.97,0,22,21,2,1.801
TRAIN-00467,False,337,69841.51,1,24,7,4,1.103
TRAIN-00468,False,358,17759.49,0,4,17,1,0.71
TRAIN-00469,False,81,6969.79,0,51,17,3,0.126
TRAIN-00470,False,103,39071.83,2,8,8,2,0.492
TRAIN-00471,False,287,68668.17,0,35,13,3,1.735
TRAIN-00472,False,207,43330.55,0,52,22,1,1.424
TRAIN-00473,False,151,25827.46,0,65,14,5,0.3
TRAIN-00474,False,295,19135.54,1,48,21,4,0.234
TRAIN-00475,False,235,51278.8,3,3,21,1,1.706
TRAIN-00476,False,325,59254.87,0,89,13,5,1.059
TRAIN-00477,False,181,38979.56,0,33,13,1,0.71
TRAIN-00478,False,176,6164.15,4,60,16,2,0.067
TRAIN-00479,False,138,14117.44,2,24,21,4,0.331
TRAIN-00480,False,124,65519.32,0,25,13,5,1.267
TRAIN-00481,False,55,9430.95,0,84,21,3,0.115
TRAIN-00482,False,278,71870.49,3,47,16,2,0.727
TRAIN-00483,False,295,65223.28,1,65,14,2,0.803
TRAIN-00484,False,66,4534.04,2,61,23,1,0.089
TRAIN-00485,False,352,58304.85,1,15,22,2,0.76
TRAIN-00486,False,7,50720.68,0,12,16,2,0.566
TRAIN-00487,False,96,41367.97,0,60,16,2,0.663
TRAIN-00488,False,108,31722.42,2,46,18,1,0.824
TRAIN-00489,False,68,73455.8,2,12,14,5,1.102
TRAIN-00490,False,196,15106.71,3,19,21,5,0.395
TRAIN-00491,False,256,10518.14,3,80,22,2,0.216
TRAIN-00492,False,250,22852.55,1,72,7,2,0.298
TRAIN-00493,False,31,16552.32,0,80,9,2,0.33
TRAIN-00494,False,185,27342.84,1,32,17,1,0.802
TRAIN-00495,False,348,72252.18,0,73,23,1,0.865
TRAIN-00496,False,182,24719.23,1,57,8,2,0.532
TRAIN-00497,False,324,71766.29,3,81,16,2,1.012
TRAIN-00498,False,208,63743.11,0,20,16,1,1.307
TRAIN-00499,False,150,53427.29,1,50,14,6,0.639
TRAIN-00500,False,186,56218.21,1,57,19,1,0.631
TRAIN-00501,False,65,54719.05,2,89,8,1,0.999
TRAIN-00502,False,49,5252.53,3,70,7,1,0.096
TRAIN-00503,False,43,8242.67,1,10,18,2,0.189
TRAIN-00504,False,146,33515.45,0,67,11,1,0.448
TRAIN-00505,False,167,64885.97,1,69,14,2,1.847
TRAIN-00506,False,358,40676.92,1,58,19,2,0.557
TRAIN-00507,False,159,68214.77,1,29,8,2,1.301
TRAIN-00508,False,134,12100.96,0,66,10,2,0.201
TRAIN-00509,False,5,51738.86,1,61,15,1,0.903
TRAIN-00510,False,150,44976.78,2,70,17,1,0.493
TRAIN-00511,False,224,29909.03,0,82,18,5,0.72
TRAIN-00512,False,41,31956.83,0,78,14,1,0.396
TRAIN-00513,False,138,31261.34,3,23,10,1,0.43
TRAIN-00514,False,317,34231.16,2,62,12,2,0.94
TRAIN-00515,False,274,2148.75,5,36,14,1,0.037
TRAIN-00516,False,5,17844.38,0,63,12,2,0.369
TRAIN-00517,False,256,74848.28,1,4,16,1,0.921
TRAIN-00518,False,75,4674.86,2,9,23,2,0.119
TRAIN-00519,False,129,61385.18,3,15,13,2,0.626
TRAIN-00520,False,127,55452.62,0,58,9,2,0.562
TRAIN-00521,False,243,29489.66,4,41,11,3,1.047
TRAIN-00522,False,282,39309.01,0,81,15,1,0.429
TRAIN-00523,False,342,16725.22,0,81,19,2,0.445
TRAIN-00524,False,142,44059.92,0,31,6,8,0.642
TRAIN-00525,False,354,35907.67,1,47,8,1,0.575
TRAIN-00526,False,352,46589.04,4,80,7,1,0.635
TRAIN-00527,False,360,40458.32,0,62,13,2,0.605
TRAIN-00528,False,331,56873.97,3,56,12,1,1.066
TRAIN-00529,False,69,19176.87,0,90,20,3,0.292
TRAIN-00530,False,251,14638.3,0,44,16,4,0.321
TRAIN-00531,False,307,68628.31,1,8,22,1,1.455
TRAIN-00532,False,135,40849.64,1,81,22,2,1.05
TRAIN-00533,False,10,46670.23,0,79,13,2,1.569
TRAIN-00534,False,276,61519.21,0,87,21,4,1.683
TRAIN-00535,False,145,24533.7,1,14,9,2,0.818
TRAIN-00536,False,67,13808.59,0,13,21,1,0.504
TRAIN-00537,False,329,62804.31,2,67,14,1,1.511
TRAIN-00538,False,37,1474.92,4,83,21,6,0.017
TRAIN-00539,False,240,60175.99,0,71,19,5,0.712
TRAIN-00540,False,30,61861.4,0,5,8,5,2.006
TRAIN-00541,False,111,72063.71,0,29,23,2,1.825
TRAIN-00542,False,337,19032.85,1,22,23,4,0.339
TRAIN-00543,False,55,57588.11,1,86,20,4,1.01
TRAIN-00544,False,54,12927.29,0,51,22,2,0.351
TRAIN-00545,False,308,33504.41,0,40,23,10,0.679
TRAIN-00546,False,191,31219.58,1,41,13,3,0.761
TRAIN-00547,False,282,69497.95,0,57,20,7,2.778
TRAIN-00548,False,18,73730.26,1,66,10,10,1.548
TRAIN-00549,False,154,73837.38,0,40,6,4,0.771
TRAIN-00550,False,142,68973.85,1,73,10,1,1.159
TRAIN-00551,False,80,10811.41,0,74,13,1,0.126
TRAIN-00552,False,48,43001.29,1,27,8,4,0.509
TRAIN-00553,False,89,36876.59,3,89,9,3,0.776
TRAIN-00554,False,296,28925.19,2,42,17,5,0.502
TRAIN-00555,False,62,65299.1,0,83,6,3,0.902
TRAIN-00556,False,28,23206.36,0,69,10,2,0.3
TRAIN-00557,False,79,4263.73,2,50,20,4,0.063
TRAIN-00558,False,47,17045.38,0,50,10,1,0.546
TRAIN-00559,False,293,56025.97,1,33,8,2,0.973
TRAIN-00560,False,358,10212.95,0,71,12,2,0.138
TRAIN-00561,False,101,42306.99,5,67,13,1,0.941
TRAIN-00562,False,221,24594.17,4,11,9,3,0.433
TRAIN-00563,False,179,14691.49,0,83,6,4,0.39
TRAIN-00564,False,180,46408.46,5,56,10,2,0.492
TRAIN-00565,False,120,15376.55,0,10,9,4,0.356
TRAIN-00566,False,318,69541.36,3,36,6,2,0.815
TRAIN-00567,False,157,34029.59,0,26,23,1,0.516
TRAIN-00568,False,133,41385.6,1,18,6,2,0.445
TRAIN-00569,False,270,3739.41,0,36,12,4,0.052
TRAIN-00570,False,28,35139.58,4,8,18,3,0.47
TRAIN-00571,False,338,27336.33,0,37,18,1,0.51
TRAIN-00572,False,364,7920.48,0,76,23,1,0.198
TRAIN-00573,False,235,42271.22,2,5,13,6,0.883
TRAIN-00574,False,251,29808.29,0,44,17,2,0.625
TRAIN-00575,False,257,21052.93,0,32,18,6,0.244
TRAIN-00576,False,16,70838.18,4,28,10,2,1.301
TRAIN-00577,False,71,7040.73,0,86,13,2,0.104
TRAIN-00578,False,219,72805.02,4,42,20,2,1.797
TRAIN-00579,False,71,43786.79,2,25,10,2,0.562
TRAIN-00580,False,269,68262.42,1,18,11,2,1.022
TRAIN-00581,False,61,14218.07,3,18,6,4,0.156
TRAIN-00582,False,212,72109.12,0,81,14,1,1.844
TRAIN-00583,False,68,14263.61,2,78,14,3,0.201
TRAIN-00584,False,306,17797.6,2,45,8,3,0.293
TRAIN-00585,False,258,63537.3,1,83,17,1,1.175
TRAIN-00586,False,243,10744.7,0,4,19,4,0.411
TRAIN-00587,False,139,71289.75,0,85,12,4,2.379
TRAIN-00588,False,225,65101.11,1,41,20,6,1.141
TRAIN-00589,False,22,45790.78,3,40,18,3,0.568
TRAIN-00590,False,305,40443.87,1,90,7,2,0.687
TRAIN-00591,False,22,65894.61,0,68,18,9,2.358
TRAIN-00592,False,199,38951.44,1,6,12,1,0.71
TRAIN-00593,False,156,58138.94,0,21,19,1,0.619
TRAIN-00594,False,354,39014.24,0,82,20,1,0.624
TRAIN-00595,False,93,58515.47,4,89,23,1,1.045
TRAIN-00596,False,231,2355.95,1,25,20,1,0.048
TRAIN-00597,False,333,68083.6,2,15,8,1,1.16
TRAIN-00598,False,186,6855.34,2,65,11,2,0.128
TRAIN-00599,False,88,68462.83,1,84,10,1,1.91
TRAIN-00600,False,365,4322.63,0,57,15,3,0.128
TRAIN-00601,False,68,72052.32,0,32,6,2,0.808
TRAIN-00602,False,279,60655.36,1,63,13,1,0.815
TRAIN-00603,False,233,31056.28,0,76,6,1,0.47
TRAIN-00604,False,318,47333.34,3,26,7,1,1.625
TRAIN-00605,False,179,3235.72,3,85,15,2,0.102
TRAIN-00606,False,56,31563.29,0,86,15,3,0.411
TRAIN-00607,False,305,43135.05,1,58,17,7,1.349
TRAIN-00608,False,154,24550.23,3,8,19,5,0.822
TRAIN-00609,False,242,10523.66,2,35,16,2,0.164
TRAIN-00610,False,357,16074.3,0,73,22,9,0.262
TRAIN-00611,False,353,45555.96,2,90,15,2,0.514
TRAIN-00612,False,133,39641.65,5,45,10,3,0.637
TRAIN-00613,False,324,37581.71,3,78,13,4,0.382
TRAIN-00614,False,1,9306.43,1,15,12,4,0.093
TRAIN-00615,False,212,3889.17,0,81,12,1,0.097
TRAIN-00616,False,145,19454.11,0,38,22,2,0.236
TRAIN-00617,False,59,51594.77,0,72,6,5,1.305
TRAIN-00618,False,174,69209.84,1,60,7,3,1.133
TRAIN-00619,False,322,34816.04,3,42,20,4,0.621
TRAIN-00620,False,29,62715.38,0,86,16,3,2.375
TRAIN-00621,False,296,51569.25,2,45,8,8,1.12
TRAIN-00622,False,16,25766.86,0,68,11,3,0.475
TRAIN-00623,False,305,9204.93,2,39,16,4,0.203
TRAIN-00624,False,45,37530.56,0,57,15,1,0.787
TRAIN-00625,False,58,28379.07,0,25,8,2,1.056
TRAIN-00626,False,248,67919.21,0,43,21,4,1.057
TRAIN-00627,False,168,11175.48,3,66,10,1,0.403
TRAIN-00628,False,199,53668.97,1,0,15,7,0.701
TRAIN-00629,False,305,65454.69,0,5,9,2,0.879
TRAIN-00630,False,160,2174.78,2,81,12,2,0.055
TRAIN-00631,False,142,40154.55,2,85,9,1,1.091
TRAIN-00632,False,59,1636.63,1,65,9,1,0.032
TRAIN-00633,False,164,20693.38,4,36,13,1,0.428
TRAIN-00634,False,174,40772.99,0,3,21,6,1.417
TRAIN-00635,False,197,4508.09,1,22,20,3,0.093
TRAIN-00636,False,102,53610.95,2,68,8,8,0.656
TRAIN-00637,False,239,42800.3,0,89,20,1,0.887
TRAIN-00638,False,330,53411.08,1,29,13,1,0.579
TRAIN-00639,False,133,68508.19,0,89,16,4,0.751
TRAIN-00640,False,233,36819.25,0,14,17,2,0.416
TRAIN-00641,False,145,57711.64,1,16,22,1,0.669
TRAIN-00642,False,55,24777.29,1,38,23,2,0.358
TRAIN-00643,False,123,46755.18,1,61,18,1,1.151
TRAIN-00644,False,356,44527.28,2,55,16,2,1.043
TRAIN-00645,False,340,50385.59,2,73,21,1,0.723
TRAIN-00646,False,167,41854.03,3,22,15,7,1.385
TRAIN-00647,False,56,51570.4,1,48,16,2,0.692
TRAIN-00648,False,47,16712.08,0,74,6,4,0.224
TRAIN-00649,False,232,40078.56,0,73,20,1,0.527
TRAIN-00650,False,163,22830.28,2,86,15,6,0.24
TRAIN-00651,False,177,74276.55,1,78,22,2,2.149
TRAIN-00652,False,151,5149.59,4,6,6,4,0.059
TRAIN-00653,False,184,8672.52,0,3,13,2,0.125
TRAIN-00654,False,321,24200.48,0,48,19,2,0.324
TRAIN-00655,False,244,10860.63,1,46,19,1,0.109
TRAIN-00656,False,344,9853.41,0,82,6,1,0.108
TRAIN-00657,False,337,33036.77,5,10,10,3,0.588
TRAIN-00658,False,234,67071.89,2,54,11,2,1.181
TRAIN-00659,False,231,29161.25,0,54,6,3,0.329
TRAIN-00660,False,122,53553.68,0,69,17,1,1.924
TRAIN-00661,False,248,53013.75,0,61,8,1,0.664
TRAIN-00662,False,144,35137.76,0,78,8,1,0.486
TRAIN-00663,False,340,72050.62,0,81,23,4,1.487
TRAIN-00664,False,28,67817.1,1,1,21,2,0.73
TRAIN-00665,False,294,55169.18,1,37,15,1,0.715
TRAIN-00666,False,306,56332.18,2,72,14,1,0.931
TRAIN-00667,False,87,43178.07,2,37,6,1,1.384
TRAIN-00668,False,259,6226.24,2,32,10,3,0.136
TRAIN-00669,False,132,1558.12,0,22,10,3,0.03
TRAIN-00670,False,90,19963.32,2,62,11,4,0.223
TRAIN-00671,False,176,73813.34,4,76,10,5,0.906
TRAIN-00672,False,212,57892.4,0,56,11,1,0.723
TRAIN-00673,False,177,4547.27,0,14,7,1,0.083
TRAIN-00674,False,155,35981.83,4,68,13,2,0.462
TRAIN-00675,False,243,20065.57,1,55,6,1,0.237
TRAIN-00676,False,196,51047.76,4,87,7,1,0.787
TRAIN-00677,False,182,71735.68,1,83,14,2,1.593
TRAIN-00678,False,51,19523.12,1,59,13,4,0.282
TRAIN-00679,False,100,39236.45,2,23,16,2,0.52
TRAIN-00680,False,35,1391.13,0,13,20,2,0.018
TRAIN-00681,False,129,14884.43,0,11,7,7,0.2
TRAIN-00682,False,112,71311.43,1,90,9,1,1.014
TRAIN-00683,False,193,49401.4,3,72,11,6,0.64
TRAIN-00684,False,130,22445.36,2,9,20,6,0.491
TRAIN-00685,False,219,52070.5,2,41,14,1,1.704
TRAIN-00686,False,32,29018.53,0,7,14,7,0.647
TRAIN-00687,False,226,5670.19,5,25,18,1,0.092
TRAIN-00688,False,74,40777.1,1,78,9,6,0.518
TRAIN-00689,False,53,3097.14,0,32,20,1,0.05
TRAIN-00690,False,335,48204.98,4,85,18,1,0.622
TRAIN-00691,False,201,43310.7,1,62,21,2,0.49
TRAIN-00692,False,36,40739.59,0,88,21,1,0.625
TRAIN-00693,False,184,25341.26,0,7,8,2,0.285
TRAIN-00694,False,175,6494.03,1,37,12,1,0.232
TRAIN-00695,False,197,49724.69,0,49,9,3,0.957
TRAIN-00696,False,44,66448.45,1,24,10,1,2.47
TRAIN-00697,False,304,18267.14,0,69,15,2,0.188
TRAIN-00698,False,231,72509.77,0,43,7,2,0.917
TRAIN-00699,False,208,9304.94,3,85,22,2,0.123
TRAIN-00700,False,275,11597.05,1,9,7,4,0.188
TRAIN-00701,False,10,35605.86,4,5,13,4,1.023
TRAIN-00702,False,89,47633.28,4,12,20,3,0.543
TRAIN-00703,False,33,61426.11,0,63,13,1,1.528
TRAIN-00704,False,173,60958.32,5,86,18,2,0.621
TRAIN-00705,False,295,41168.42,0,27,7,3,0.821
TRAIN-00706,False,62,20905.06,2,21,17,3,0.361
TRAIN-00707,False,298,3532.07,0,80,18,4,0.135
TRAIN-00708,False,250,6513.83,0,11,15,2,0.076
TRAIN-00709,False,244,52080.7,0,81,14,2,0.932
TRAIN-00710,False,90,45985.08,0,23,21,3,1.455
TRAIN-00711,False,155,26415.09,0,30,12,1,0.408
TRAIN-00712,False,49,46609.61,3,69,22,1,0.563
TRAIN-00713,False,338,16004.1,0,14,10,3,0.164
TRAIN-00714,False,243,37564.86,0,5,7,3,0.81
TRAIN-00715,False,223,19227.94,1,58,7,1,0.665
TRAIN-00716,False,276,13603.63,2,62,22,1,0.148
TRAIN-00717,False,228,44656.65,0,25,16,1,1.343
TRAIN-00718,False,117,7805.78,2,25,18,6,0.256
TRAIN-00719,False,300,36588.37,3,18,12,6,0.619
TRAIN-00720,False,199,28324.64,1,24,17,8,0.705
TRAIN-00721,False,66,2891.05,1,35,10,1,0.048
TRAIN-00722,False,215,13254.5,0,37,11,4,0.182
TRAIN-00723,False,314,67965.57,1,70,13,1,0.761
TRAIN-00724,False,251,64733.83,0,60,20,1,0.812
TRAIN-00725,False,127,18963.44,1,28,10,6,0.205
TRAIN-00726,False,214,73523.71,0,60,22,1,1.134
TRAIN-00727,False,246,60823.88,2,12,20,2,1.947
TRAIN-00728,False,7,52140.41,1,27,10,2,1.215
TRAIN-00729,False,47,1686.8,2,20,20,5,0.021
TRAIN-00730,False,13,73243.35,1,17,18,1,0.811
TRAIN-00731,False,321,35090.04,1,80,8,2,0.457
TRAIN-00732,False,272,2937.21,1,34,23,3,0.072
TRAIN-00733,False,351,6531.45,3,7,22,7,0.086
TRAIN-00734,False,27,8767.01,0,79,7,2,0.23
TRAIN-00735,False,287,53013.09,1,26,10,9,1.236
TRAIN-00736,False,59,48853.36,2,74,12,4,0.595
TRAIN-00737,False,165,26777.02,0,87,19,1,0.9
TRAIN-00738,False,177,34204.59,1,15,21,4,0.451
TRAIN-00739,False,273,67509.11,1,47,8,1,0.739
TRAIN-00740,False,45,6472.7,3,36,8,1,0.142
TRAIN-00741,False,357,11522.58,0,26,22,7,0.432
TRAIN-00742,False,214,72733.31,1,16,21,2,1.248
TRAIN-00743,False,331,2100.43,0,2,13,5,0.033
TRAIN-00744,False,172,31171.03,0,82,16,2,0.416
TRAIN-00745,False,272,63222.14,1,38,10,6,1.317
TRAIN-00746,False,134,17395.25,0,36,7,1,0.375
TRAIN-00747,False,86,46587.95,0,68,15,1,1.221
TRAIN-00748,False,363,52118.02,2,19,11,1,1.856
TRAIN-00749,False,163,43302.13,1,47,11,1,0.555
TRAIN-00750,False,341,24112.31,0,47,20,2,0.648
TRAIN-00751,False,155,9551.01,0,63,10,7,0.101
TRAIN-00752,False,80,819.93,2,64,16,3,0.017
TRAIN-00753,False,149,72735.61,2,73,10,4,0.913
TRAIN-00754,False,227,25731.99,0,61,7,1,0.388
TRAIN-00755,False,158,2347.27,1,28,20,2,0.047
TRAIN-00756,False,312,48277.79,1,28,14,1,1.544
TRAIN-00757,False,229,50941.22,4,65,18,1,1.043
TRAIN-00758,False,310,38610.91,0,85,17,2,0.491
TRAIN-00759,False,219,28037.43,0,36,17,2,0.285
TRAIN-00760,False,288,7026.1,2,56,19,5,0.151
TRAIN-00761,False,218,54781.11,1,75,8,1,1.147
TRAIN-00762,False,269,74004.56,0,75,18,1,1.328
TRAIN-00763,False,140,31381.29,1,90,10,1,0.359
TRAIN-00764,False,149,41763.09,0,38,15,2,0.519
TRAIN-00765,False,115,2499.58,0,33,15,7,0.029
TRAIN-00766,False,242,9751.18,2,36,19,1,0.105
TRAIN-00767,False,331,18733.89,0,35,21,10,0.624
TRAIN-00768,False,186,43789.4,1,33,21,8,0.507
TRAIN-00769,False,192,38683.18,1,33,11,3,1.076
TRAIN-00770,False,237,65934.64,0,20,7,1,1.168
TRAIN-00771,False,183,4129.26,0,81,8,2,0.05
TRAIN-00772,False,94,57469.36,1,21,23,2,1.18
TRAIN-00773,False,351,60090.85,0,89,17,1,0.877
TRAIN-00774,False,74,1460.88,1,47,21,2,0.016
TRAIN-00775,False,84,8130.13,0,28,12,4,0.122
TRAIN-00776,False,354,62440.51,1,68,23,4,0.733
TRAIN-00777,False,214,34806.61,0,16,6,2,0.72
TRAIN-00778,False,186,10856.54,1,76,22,4,0.214
TRAIN-00779,False,364,23198.98,2,15,13,1,0.301
TRAIN-00780,False,353,17379.8,0,16,8,2,0.211
TRAIN-00781,False,58,6291.28,2,55,7,1,0.229
TRAIN-00782,False,338,38754.2,0,15,14,1,0.814
TRAIN-00783,False,6,56714.0,2,77,12,3,1.418
TRAIN-00784,False,344,26689.26,0,35,17,2,0.299
TRAIN-00785,False,314,18515.78,1,12,6,2,0.235
TRAIN-00786,False,145,13297.12,2,0,9,6,0.141
TRAIN-00787,False,363,35866.31,2,23,20,3,1.085
TRAIN-00788,False,182,73606.93,1,65,13,2,0.896
TRAIN-00789,False,161,9709.35,0,17,21,4,0.125
TRAIN-00790,False,286,54299.17,0,63,9,2,0.916
TRAIN-00791,False,160,51684.97,3,28,23,2,0.523
TRAIN-00792,False,220,14564.48,0,60,17,1,0.146
TRAIN-00793,False,252,50571.11,0,66,8,1,0.926
TRAIN-00794,False,356,44496.51,0,21,8,2,1.114
TRAIN-00795,False,103,44824.58,5,15,13,5,0.565
TRAIN-00796,False,143,57478.87,2,75,14,4,0.676
TRAIN-00797,False,205,27029.25,2,51,21,2,0.75
TRAIN-00798,False,233,8548.73,0,63,13,3,0.244
TRAIN-00799,False,51,55465.98,3,63,6,8,1.033
TRAIN-00800,False,348,24858.21,0,79,9,4,0.333
TRAIN-00801,False,267,57684.12,2,25,15,3,0.934
TRAIN-00802,False,134,40911.64,3,69,23,1,0.497
TRAIN-00803,False,221,66069.36,0,57,16,5,1.135
TRAIN-00804,False,19,2948.05,1,38,11,2,0.084
TRAIN-00805,False,200,36815.39,0,86,21,3,0.482
TRAIN-00806,False,293,35501.47,1,20,22,1,0.793
TRAIN-00807,False,303,72829.87,1,45,15,2,2.686
TRAIN-00808,False,24,10050.76,0,74,6,4,0.14
TRAIN-00809,False,195,7752.58,0,45,19,2,0.104
TRAIN-00810,False,127,17979.35,0,10,8,5,0.535
TRAIN-00811,False,87,1968.54,0,58,19,3,0.021
TRAIN-00812,False,137,2019.97,1,2,16,2,0.037
TRAIN-00813,False,294,7780.56,1,88,12,2,0.124
TRAIN-00814,False,342,25795.69,1,46,19,1,0.355
TRAIN-00815,False,39,63108.35,1,36,14,1,0.633
TRAIN-00816,False,206,60442.92,1,11,9,3,1.328
TRAIN-00817,False,291,60188.33,1,26,17,4,0.815
TRAIN-00818,False,155,38095.65,0,84,23,2,0.679
TRAIN-00819,False,129,47059.81,1,70,11,6,0.653
TRAIN-00820,False,265,64771.88,1,27,20,1,0.889
TRAIN-00821,False,315,64031.71,4,72,7,2,1.224
TRAIN-00822,False,76,18407.86,2,38,19,2,0.206
TRAIN-00823,False,33,47727.6,3,34,15,3,1.079
TRAIN-00824,False,308,18091.67,0,19,12,1,0.213
TRAIN-00825,False,159,35079.9,1,55,19,3,1.263
TRAIN-00826,False,82,20817.04,0,35,23,1,0.234
TRAIN-00827,False,249,58776.41,0,10,16,3,0.653
TRAIN-00828,False,209,67309.61,2,11,18,7,0.849
TRAIN-00829,False,72,18085.07,1,64,9,2,0.207
TRAIN-00830,False,269,19259.7,3,30,9,4,0.397
TRAIN-00831,False,300,55424.11,3,30,19,1,1.679
TRAIN-00832,False,110,72759.3,1,32,7,2,1.37
TRAIN-00833,False,58,24078.5,1,87,13,8,0.265
TRAIN-00834,False,75,27543.35,2,39,6,3,0.297
TRAIN-00835,False,18,63189.74,2,6,13,1,1.173
TRAIN-00836,False,328,71907.03,0,87,9,2,1.683
TRAIN-00837,False,227,29441.09,4,50,14,2,0.309
TRAIN-00838,False,121,22658.01,3,20,20,3,0.249
TRAIN-00839,False,330,30768.52,0,10,21,2,0.55
TRAIN-00840,False,171,53945.26,3,12,11,3,0.857
TRAIN-00841,False,181,31854.85,2,70,16,2,1.178
TRAIN-00842,False,27,48282.27,0,56,10,1,1.207
TRAIN-00843,False,157,23872.27,0,20,13,2,0.244
TRAIN-00844,False,333,57355.62,3,87,19,4,1.172
TRAIN-00845,False,245,65576.19,0,22,16,4,1.644
TRAIN-00846,False,213,27886.17,0,48,13,1,1.044
TRAIN-00847,False,286,48709.45,1,11,20,1,0.628
TRAIN-00848,False,87,4208.83,1,76,14,1,0.043
TRAIN-00849,False,88,71069.64,0,67,19,4,0.751
TRAIN-00850,False,345,37314.1,0,26,12,7,0.434
TRAIN-00851,False,137,21953.17,1,16,19,5,0.314
TRAIN-00852,False,145,54639.75,0,23,19,4,2.012
TRAIN-00853,False,135,18043.68,1,31,17,3,0.245
TRAIN-00854,False,44,1268.86,0,41,18,3,0.016
TRAIN-00855,False,363,32035.18,1,9,9,3,1.108
TRAIN-00856,False,121,35584.47,0,77,7,1,0.566
TRAIN-00857,False,196,23036.8,0,47,10,8,0.344
TRAIN-00858,False,298,13863.23,0,63,16,5,0.397
TRAIN-00859,False,163,53414.04,1,33,9,2,0.543
TRAIN-00860,False,256,65440.13,3,46,19,1,0.721
TRAIN-00861,False,314,62304.39,4,66,16,2,1.667
TRAIN-00862,False,252,57393.82,0,84,20,1,1.588
TRAIN-00863,False,118,14144.03,1,20,20,2,0.142
TRAIN-00864,False,254,3538.98,0,90,23,2,0.057
TRAIN-00865,False,76,9712.24,0,36,11,5,0.12
TRAIN-00866,False,140,42461.93,2,27,6,2,0.626
TRAIN-00867,False,214,69070.78,0,63,9,6,2.563
TRAIN-00868,False,349,73609.42,0,47,9,5,2.015
TRAIN-00869,False,42,34787.37,2,61,20,3,0.77
TRAIN-00870,False,337,932.5,4,83,20,2,0.012
TRAIN-00871,False,292,10134.35,3,82,15,2,0.347
TRAIN-00872,False,37,41263.14,1,11,18,1,0.959
TRAIN-00873,False,205,7144.53,3,20,18,4,0.154
TRAIN-00874,False,335,11983.03,0,55,15,6,0.171
TRAIN-00875,False,184,50081.26,3,65,12,2,0.548
TRAIN-00876,False,244,20501.72,1,11,19,5,0.289
TRAIN-00877,False,223,47486.13,0,65,16,8,0.627
TRAIN-00878,False,332,51624.62,0,63,22,3,0.802
TRAIN-00879,False,149,35382.33,0,61,15,1,1.023
TRAIN-00880,False,154,63194.58,1,37,7,3,0.674
TRAIN-00881,False,263,8518.6,1,12,20,3,0.126
TRAIN-00882,False,130,26981.59,1,64,6,1,0.362
TRAIN-00883,False,92,59070.19,3,5,8,2,0.759
TRAIN-00884,False,161,44247.02,1,85,20,3,0.986
TRAIN-00885,False,96,16224.59,0,77,14,5,0.492
TRAIN-00886,False,274,1834.68,0,1,11,3,0.031
TRAIN-00887,False,208,65224.15,4,77,21,2,0.759
TRAIN-00888,False,316,27374.29,2,88,18,5,0.867
TRAIN-00889,False,70,1533.76,0,2,12,5,0.038
TRAIN-00890,False,333,11313.99,0,80,23,1,0.238
TRAIN-00891,False,238,11538.34,1,14,11,6,0.143
TRAIN-00892,False,228,72308.08,1,57,13,1,1.068
TRAIN-00893,False,201,4293.7,0,80,19,8,0.048
TRAIN-00894,False,297,44890.05,1,37,7,2,0.73
TRAIN-00895,False,303,54483.76,4,62,13,4,0.843
TRAIN-00896,False,217,43442.05,1,34,19,6,1.286
TRAIN-00897,False,319,70452.85,0,89,19,1,1.512
TRAIN-00898,False,99,35458.41,1,64,13,3,0.464
TRAIN-00899,False,309,64082.31,2,59,10,6,0.809
TRAIN-00900,False,200,72005.35,3,86,17,4,0.847
TRAIN-00901,False,83,46827.26,0,11,21,1,1.172
TRAIN-00902,False,311,37167.84,2,63,15,1,0.557
TRAIN-00903,False,10,27229.61,0,86,11,1,0.304
TRAIN-00904,False,258,2881.77,0,55,9,3,0.085
TRAIN-00905,False,115,36734.21,5,45,7,4,0.55
TRAIN-00906,False,78,64078.91,3,77,9,4,0.678
TRAIN-00907,False,225,60024.52,4,14,9,4,0.849
TRAIN-00908,False,53,61858.96,0,13,11,3,0.685
TRAIN-00909,False,186,12198.92,0,56,22,2,0.135
TRAIN-00910,False,79,48708.43,0,17,9,5,0.841
TRAIN-00911,False,213,57806.84,0,60,16,1,1.527
TRAIN-00912,False,137,28246.51,2,46,13,1,0.347
TRAIN-00913,False,216,59147.57,0,54,19,6,0.64
TRAIN-00914,False,265,59698.25,0,3,20,1,2.319
TRAIN-00915,False,265,70801.39,0,40,18,9,1.897
TRAIN-00916,False,32,29798.34,0,82,10,6,1.016
TRAIN-00917,False,324,73513.51,2,66,15,2,0.804
TRAIN-00918,False,359,41743.98,0,40,17,1,0.908
TRAIN-00919,False,271,45974.88,0,51,20,3,0.502
TRAIN-00920,False,320,59231.45,2,89,17,6,0.708
TRAIN-00921,False,208,58267.32,3,10,7,2,1.074
TRAIN-00922,False,65,39274.99,1,27,8,2,0.811
TRAIN-00923,False,175,56899.95,0,3,23,3,1.32
TRAIN-00924,False,156,54624.94,5,14,7,5,1.228
TRAIN-00925,False,260,26908.26,0,83,9,2,0.396
